Isoforms,Max Attention Score,Entropy Ratio,Status
ENSMUST00000023024.8,0.3007871210575104,0.8985834673692202,Val
ENSMUST00000020980.12,0.16775427758693695,0.890944943922474,Sus
ENSMUST00000020939.16,0.1710297167301178,0.8848806636704005,Val
ENSMUST00000022212.9,0.283024400472641,0.8859573610561272,Val
ENSMUST00000019043.13,0.20117267966270447,0.8926934055424708,Sus
ENSMUST00000020081.11,0.1695336550474167,0.9039286881580364,Flat
ENSMUST00000020461.15,0.17765605449676514,0.8965711843628,Val
ENSMUST00000019749.4,0.16063669323921204,0.8962316906099969,Sus
ENSMUST00000021466.10,0.19047001004219055,0.8862093156396412,Val
ENSMUST00000020531.9,0.1640615016222,0.8896070908814123,Sus
ENSMUST00000021610.7,0.181972473859787,0.8842999642497623,Val
ENSMUST00000020350.15,0.24170605838298798,0.8875605833274703,Sus
ENSMUST00000022803.6,0.20024630427360535,0.890409733912989,Sus
ENSMUST00000020322.12,0.21662843227386475,0.8918368459498486,Val
ENSMUST00000017354.13,0.18676087260246277,0.889220731856249,Val
ENSMUST00000022881.15,0.1951463669538498,0.8855575013928711,Sus
ENSMUST00000020537.9,0.20331333577632904,0.8955361927699076,Val
ENSMUST00000020830.14,0.25403088331222534,0.8820040818520692,Val
ENSMUST00000021674.7,0.16659867763519287,0.8952591287193676,Sus
ENSMUST00000022725.4,0.17145150899887085,0.8928930774001226,Sus
ENSMUST00000020234.14,0.1952873170375824,0.8868804779346333,Val
ENSMUST00000022476.9,0.22668085992336273,0.8829886825282588,Sus
ENSMUST00000021311.10,0.18460051715373993,0.8827393936758332,Val
ENSMUST00000018143.16,0.26471829414367676,0.8928502537200577,Val
ENSMUST00000019662.11,0.16658389568328857,0.8915337265277029,Sus
ENSMUST00000021903.3,0.16795426607131958,0.8841878315613998,Sus
ENSMUST00000020106.9,0.17137931287288666,0.8936977842235097,Sus
ENSMUST00000022287.8,0.18855790793895721,0.8863724411839846,Sus
ENSMUST00000020915.10,0.21802935004234314,0.8840661538359144,Val
ENSMUST00000018274.10,0.21603113412857056,0.8874435491335582,Val
ENSMUST00000020718.11,0.16549181938171387,0.9004702890318361,Flat
ENSMUST00000022637.14,0.2169623076915741,0.8809776034003945,Val
ENSMUST00000020157.13,0.23102205991744995,0.8725747890532141,Val
ENSMUST00000021273.13,0.1819314956665039,0.9039509599113231,Flat
ENSMUST00000021824.8,0.189369797706604,0.8896751100198286,Val
ENSMUST00000021958.6,0.16404427587985992,0.8862110354661499,Sus
ENSMUST00000018700.14,0.16347365081310272,0.905849132428896,Flat
ENSMUST00000018561.14,0.2353697121143341,0.8817091316058395,Val
ENSMUST00000023123.15,0.18788129091262817,0.8970635706922202,Val
ENSMUST00000018748.9,0.1894627809524536,0.8893350143277473,Val
ENSMUST00000022428.13,0.17251275479793549,0.878817759279534,Sus
ENSMUST00000020721.15,0.19274312257766724,0.8910813261646083,Val
ENSMUST00000023053.12,0.2444906234741211,0.8821396901722746,Val
ENSMUST00000019924.9,0.19941368699073792,0.8804278608569116,Sus
ENSMUST00000018361.10,0.16870664060115814,0.8867067754572618,Sus
ENSMUST00000019931.12,0.17262481153011322,0.8823661913234608,Sus
ENSMUST00000018875.13,0.217252716422081,0.8837208126729817,Val
ENSMUST00000022638.6,0.2079450935125351,0.8894254772021012,Sus
ENSMUST00000020749.13,0.20961907505989075,0.891017692583789,Sus
ENSMUST00000017430.12,0.16443325579166412,0.8927494718866521,Sus
ENSMUST00000022954.7,0.18515068292617798,0.8921832190086862,Sus
ENSMUST00000019133.11,0.1808028221130371,0.8937149824885959,Val
ENSMUST00000018315.10,0.1939896196126938,0.8940267010432847,Val
ENSMUST00000017604.10,0.15761017799377441,0.8940267010432847,Low
ENSMUST00000022699.10,0.1743675172328949,0.8957786883076242,Val
ENSMUST00000027989.13,0.18479125201702118,0.8963249052067644,Val
ENSMUST00000023854.10,0.18078210949897766,0.8819880014742135,Sus
ENSMUST00000032503.12,0.20693287253379822,0.8903992429712864,Sus
ENSMUST00000025239.9,0.17343467473983765,0.8920795994615415,Sus
ENSMUST00000027151.12,0.20224973559379578,0.8827268389423202,Val
ENSMUST00000031731.14,0.16030871868133545,0.8942654989540078,Sus
ENSMUST00000031738.5,0.1760353446006775,0.8959033757294997,Sus
ENSMUST00000024987.6,0.21212135255336761,0.8987018774243394,Val
ENSMUST00000031034.12,0.1924697607755661,0.8904401748421917,Sus
ENSMUST00000023226.13,0.15155771374702454,0.8904401748421917,Low
ENSMUST00000029014.16,0.19309207797050476,0.8917957420962924,Sus
ENSMUST00000028763.10,0.2025306671857834,0.8874634991210583,Val
ENSMUST00000029376.13,0.1687266081571579,0.9048077774779216,Flat
ENSMUST00000030973.12,0.166889488697052,0.9089057800826806,Flat
ENSMUST00000031587.13,0.1895366758108139,0.8820928248999145,Sus
ENSMUST00000026897.14,0.2144196480512619,0.8869492709949784,Val
ENSMUST00000030251.13,0.223415344953537,0.901031382430276,Flat
ENSMUST00000030184.12,0.16315333545207977,0.9111447362229381,Flat
ENSMUST00000030356.10,0.25430136919021606,0.8749173647406163,Val
ENSMUST00000026551.15,0.16943258047103882,0.9065550352193623,Flat
ENSMUST00000028063.7,0.16584868729114532,0.8924663024520065,Sus
ENSMUST00000024639.12,0.26807495951652527,0.9084569053639286,Flat
ENSMUST00000026439.14,0.16385698318481445,0.8965522662712051,Sus
ENSMUST00000028803.14,0.19766360521316528,0.8914153164725839,Sus
ENSMUST00000030665.7,0.20856887102127075,0.8970089662005712,Sus
ENSMUST00000023601.14,0.19993773102760315,0.8739276045849009,Val
ENSMUST00000030636.11,0.170202374458313,0.8953898355340234,Sus
ENSMUST00000029611.14,0.24348664283752441,0.8820675434502376,Sus
ENSMUST00000029699.13,0.1835307478904724,0.8890736866897613,Val
ENSMUST00000030417.10,0.21343408524990082,0.8932963767163958,Sus
ENSMUST00000025052.14,0.16216371953487396,0.8881791189312984,Sus
ENSMUST00000027215.12,0.1814708411693573,0.8967828090146867,Sus
ENSMUST00000029567.9,0.31098562479019165,0.8923253626696244,Val
ENSMUST00000029972.4,0.17368873953819275,0.8784351838726897,Sus
ENSMUST00000023487.5,0.2570914626121521,0.8968456686735771,Val
ENSMUST00000026917.10,0.23382368683815002,0.8945395533081576,Val
ENSMUST00000030868.11,0.19549110531806946,0.8896604914945052,Val
ENSMUST00000028972.9,0.20608864724636078,0.8825777299840222,Sus
ENSMUST00000032918.4,0.24174031615257263,0.8852308203475573,Val
ENSMUST00000031555.3,0.16864213347434998,0.8913883151963984,Sus
ENSMUST00000027878.14,0.1709912270307541,0.8936277012932831,Sus
ENSMUST00000028177.11,0.23364661633968353,0.8896721003234385,Val
ENSMUST00000029784.10,0.19733336567878723,0.887377937752254,Sus
ENSMUST00000031224.15,0.22798435389995575,0.8787252326133698,Val
ENSMUST00000027380.12,0.16725000739097595,0.8873579877647539,Sus
ENSMUST00000031483.15,0.21274708211421967,0.8897685825905725,Sus
ENSMUST00000027863.13,0.16703657805919647,0.8859901237511165,Sus
ENSMUST00000029076.6,0.1660294085741043,0.8977386885881822,Sus
ENSMUST00000026144.5,0.1602545827627182,0.8965362718846749,Sus
ENSMUST00000027933.11,0.224462628364563,0.9001989864001001,Flat
ENSMUST00000025181.18,0.16223011910915375,0.8923457426137517,Val
ENSMUST00000023225.8,0.16959154605865479,0.8829267687739482,Sus
ENSMUST00000030185.5,0.19867317378520966,0.8948596130214134,Val
ENSMUST00000026360.9,0.15874320268630981,0.8948596130214134,Low
ENSMUST00000026487.6,0.20421038568019867,0.8928489638501762,Val
ENSMUST00000031668.10,0.2263452112674713,0.8962923144944259,Val
ENSMUST00000028049.13,0.21979378163814545,0.8834894960075713,Val
ENSMUST00000026469.9,0.2239256501197815,0.8824798718556812,Sus
ENSMUST00000025254.9,0.17012587189674377,0.8910966326205351,Sus
ENSMUST00000028106.11,0.25226134061813354,0.8736864849083912,Val
ENSMUST00000029445.13,0.17401108145713806,0.8864778665489634,Val
ENSMUST00000027512.13,0.18564391136169434,0.8850178198344637,Sus
ENSMUST00000023235.13,0.1805456131696701,0.8936083532450609,Sus
ENSMUST00000032779.12,0.17516736686229706,0.8820888692989446,Sus
ENSMUST00000029948.15,0.23100441694259644,0.8714943940404939,Val
ENSMUST00000025377.14,0.17303532361984253,0.8808633209288962,Sus
ENSMUST00000028892.11,0.16954836249351501,0.8883063860929369,Sus
ENSMUST00000031331.13,0.18778596818447113,0.8874278987123296,Sus
ENSMUST00000028389.4,0.2084500640630722,0.8873812914139458,Sus
ENSMUST00000030191.15,0.22388552129268646,0.8871528124622746,Val
ENSMUST00000029941.16,0.2525467574596405,0.8891195200662162,Val
ENSMUST00000031534.9,0.1729862093925476,0.9048623819695706,Flat
ENSMUST00000025925.11,0.2634599804878235,0.8787552435859454,Sus
ENSMUST00000030372.6,0.22453342378139496,0.8843374564676504,Val
ENSMUST00000025663.8,0.21675541996955872,0.8896984136690205,Val
ENSMUST00000029968.14,0.20948782563209534,0.880765806765857,Sus
ENSMUST00000032093.12,0.2161511480808258,0.8960401879282611,Val
ENSMUST00000028522.10,0.15928903222084045,0.8960401879282611,Low
ENSMUST00000032559.17,0.17467001080513,0.8938681330391892,Sus
ENSMUST00000028052.12,0.26523542404174805,0.8919860408994721,Val
ENSMUST00000028170.15,0.1667134016752243,0.8917813815449454,Sus
ENSMUST00000031412.12,0.2197081744670868,0.88838274638992,Val
ENSMUST00000028062.8,0.18979769945144653,0.8869840114904527,Sus
ENSMUST00000032732.15,0.23903104662895203,0.8871762880941173,Val
ENSMUST00000031637.8,0.1738218069076538,0.8802004138011456,Sus
ENSMUST00000023779.8,0.18553227186203003,0.8798938547259826,Sus
ENSMUST00000025081.13,0.1956259310245514,0.8930552570398862,Val
ENSMUST00000026737.12,0.2589704990386963,0.8926215167944102,Sus
ENSMUST00000026094.6,0.22742651402950287,0.8961057993095652,Sus
ENSMUST00000027839.14,0.23219308257102966,0.8983459593283788,Sus
ENSMUST00000028608.13,0.23663803935050964,0.8847958762235252,Val
ENSMUST00000027634.13,0.17627941071987152,0.8821526748624147,Sus
ENSMUST00000032174.12,0.16821151971817017,0.8937775841735099,Sus
ENSMUST00000030691.17,0.17109179496765137,0.9233420897874303,Flat
ENSMUST00000025003.11,0.19178882241249084,0.8869775621410454,Val
ENSMUST00000028239.8,0.183505579829216,0.8817400884829948,Val
ENSMUST00000026416.15,0.18630525469779968,0.8865059857123796,Sus
ENSMUST00000031276.15,0.20278242230415344,0.8898150179063055,Val
ENSMUST00000028469.14,0.20406118035316467,0.8800335906298086,Val
ENSMUST00000023341.15,0.2000664323568344,0.9033910703914393,Flat
ENSMUST00000024159.8,0.2161169946193695,0.8839648560545561,Sus
ENSMUST00000026585.14,0.16014888882637024,0.8876760696775247,Sus
ENSMUST00000027521.15,0.1728830337524414,0.9250874557197114,Flat
ENSMUST00000027687.8,0.22014153003692627,0.8989873686247716,Sus
ENSMUST00000029002.9,0.16364632546901703,0.8961659072460418,Sus
ENSMUST00000026318.15,0.18467670679092407,0.8941782177586949,Sus
ENSMUST00000028426.9,0.1930985301733017,0.887736349596652,Val
ENSMUST00000030518.16,0.17545631527900696,0.8925143716029227,Sus
ENSMUST00000023616.11,0.21668283641338348,0.887745292694497,Sus
ENSMUST00000027059.11,0.2220754623413086,0.8962098488133372,Val
ENSMUST00000025503.10,0.20465688407421112,0.8922867525645057,Sus
ENSMUST00000027112.13,0.17379693686962128,0.8932200164194127,Val
ENSMUST00000028624.9,0.2763303220272064,0.8908482036813637,Val
ENSMUST00000027056.12,0.23829500377178192,0.9290949094587911,Flat
ENSMUST00000025675.11,0.22475795447826385,0.8902525417701004,Val
ENSMUST00000032459.14,0.16534969210624695,0.8991180754394273,Sus
ENSMUST00000029654.15,0.2504788935184479,0.8900480543982245,Sus
ENSMUST00000032322.15,0.2686920464038849,0.9210847315035304,Flat
ENSMUST00000030407.8,0.23440806567668915,0.8855542337225047,Val
ENSMUST00000032754.9,0.27165675163269043,0.8824895888754549,Val
ENSMUST00000026927.10,0.17427369952201843,0.895462326221362,Sus
ENSMUST00000023812.10,0.2569315731525421,0.8902878842048527,Val
ENSMUST00000030914.4,0.17800408601760864,0.8833419348931311,Sus
ENSMUST00000031490.11,0.26489701867103577,0.8996673020349577,Val
ENSMUST00000026415.9,0.18030446767807007,0.8960462073210412,Sus
ENSMUST00000023207.15,0.17975978553295135,0.9036671025460741,Flat
ENSMUST00000031985.13,0.19549863040447235,0.8886501794120116,Sus
ENSMUST00000025023.15,0.18794238567352295,0.8920819212273281,Sus
ENSMUST00000031481.13,0.24683122336864471,0.8873826672751527,Sus
ENSMUST00000026076.14,0.18679535388946533,0.8900803871365868,Sus
ENSMUST00000030095.11,0.18170058727264404,0.892789113887676,Val
ENSMUST00000031542.13,0.21469947695732117,0.8966781575716367,Sus
ENSMUST00000031131.11,0.17757335305213928,0.8847895128654433,Sus
ENSMUST00000032069.8,0.16795456409454346,0.9076842733049275,Flat
ENSMUST00000027877.7,0.23440170288085938,0.8878471924151332,Val
ENSMUST00000025161.10,0.24097059667110443,0.8819487894298168,Sus
ENSMUST00000032809.10,0.16095246374607086,0.8889076374403533,Sus
ENSMUST00000032402.12,0.20050331950187683,0.8967906342253009,Val
ENSMUST00000029061.12,0.24850845336914062,0.8947668283812729,Val
ENSMUST00000054197.7,0.169648677110672,0.8996630884600115,Sus
ENSMUST00000056124.11,0.1736566424369812,0.892488746187944,Val
ENSMUST00000034928.12,0.16609865427017212,0.8913393001409025,Sus
ENSMUST00000045682.7,0.18651318550109863,0.9004246276380321,Flat
ENSMUST00000036328.9,0.1587943136692047,0.9004246276380321,Low
ENSMUST00000039370.14,0.2564008831977844,0.8850734562220178,Val
ENSMUST00000051477.13,0.20372232794761658,0.89021358769968,Sus
ENSMUST00000047450.10,0.17763696610927582,0.8962870690235747,Sus
ENSMUST00000037341.14,0.22994187474250793,0.8951241223384403,Val
ENSMUST00000038614.12,0.17722611129283905,0.888768847441107,Sus
ENSMUST00000033908.14,0.2569444179534912,0.8932569926893482,Val
ENSMUST00000040320.10,0.21793518960475922,0.8996738373756905,Val
ENSMUST00000046390.14,0.2112114280462265,0.8856805549795636,Val
ENSMUST00000043596.12,0.2172643542289734,0.8840848999448584,Val
ENSMUST00000037941.10,0.163213312625885,0.894648074360852,Sus
ENSMUST00000034766.14,0.18355005979537964,0.9218736159230382,Flat
ENSMUST00000056117.10,0.1855645477771759,0.8849614955163061,Val
ENSMUST00000036004.16,0.1727881133556366,0.89524365028079,Sus
ENSMUST00000047935.8,0.1820915937423706,0.89977040563415,Sus
ENSMUST00000047865.14,0.2134023904800415,0.9004406220245623,Flat
ENSMUST00000055018.11,0.18283677101135254,0.8916336484478542,Val
ENSMUST00000047558.14,0.18677085638046265,0.8893087009821653,Val
ENSMUST00000036355.13,0.2194695770740509,0.8844847596081143,Val
ENSMUST00000060447.13,0.19451740384101868,0.8833221568882819,Val
ENSMUST00000050905.16,0.16639955341815948,0.8891955363978976,Sus
ENSMUST00000042485.11,0.3038269281387329,0.873666104964264,Sus
ENSMUST00000059204.11,0.22561371326446533,0.8916770740671971,Val
ENSMUST00000034722.5,0.19553956389427185,0.9001806702477831,Flat
ENSMUST00000038815.14,0.20947155356407166,0.8950489659200133,Val
ENSMUST00000039267.10,0.19708172976970673,0.9272364649335677,Flat
ENSMUST00000041761.7,0.19908210635185242,0.8750448898762311,Val
ENSMUST00000033965.14,0.18442830443382263,0.9389510631970879,Flat
ENSMUST00000040025.14,0.17260640859603882,0.950658868145899,Flat
ENSMUST00000034369.10,0.16120588779449463,0.8958676893294457,Sus
ENSMUST00000045376.11,0.19402532279491425,0.884630772878697,Sus
ENSMUST00000035597.10,0.19916924834251404,0.8950436344578365,Val
ENSMUST00000059287.14,0.1926802098751068,0.887409238594711,Val
ENSMUST00000036252.7,0.20801317691802979,0.896664484950893,Val
ENSMUST00000034220.8,0.1661907583475113,0.8842332349812275,Sus
ENSMUST00000035735.11,0.18922781944274902,0.8874076907508532,Sus
ENSMUST00000034697.8,0.16664665937423706,0.90140888434892,Flat
ENSMUST00000044165.14,0.20316502451896667,0.8932367847278718,Val
ENSMUST00000043419.10,0.22633227705955505,0.8844784822413579,Sus
ENSMUST00000035532.13,0.2005612850189209,0.8903467882627732,Sus
ENSMUST00000036043.5,0.17718808352947235,0.9043857320527043,Flat
ENSMUST00000040077.8,0.16389253735542297,0.8928070860746912,Sus
ENSMUST00000038753.6,0.2145094871520996,0.8855255126198107,Val
ENSMUST00000042771.8,0.16735324263572693,0.9109657882747153,Flat
ENSMUST00000052012.14,0.18587058782577515,0.8917616035400961,Val
ENSMUST00000048145.13,0.19441084563732147,0.8886876716298997,Sus
ENSMUST00000034700.15,0.28218063712120056,0.8941415854540611,Val
ENSMUST00000047328.11,0.23975619673728943,0.8832328119011585,Sus
ENSMUST00000053686.9,0.24447640776634216,0.8875001314256921,Val
ENSMUST00000037814.8,0.1685652732849121,0.8945236449129528,Val
ENSMUST00000045243.15,0.27334344387054443,0.8959670093103189,Val
ENSMUST00000058437.14,0.19031697511672974,0.9002315771124386,Flat
ENSMUST00000039662.9,0.16709469258785248,0.9447708701109598,Flat
ENSMUST00000056338.13,0.1746516078710556,0.8881298459018262,Sus
ENSMUST00000052539.13,0.1583843231201172,0.8881298459018262,Low
ENSMUST00000038424.14,0.20573054254055023,0.881027736343121,Val
ENSMUST00000042561.14,0.2243051379919052,0.8912717969504388,Val
ENSMUST00000045555.11,0.18394958972930908,0.8964286107452347,Sus
ENSMUST00000038569.8,0.1889398694038391,0.8855492462256297,Sus
ENSMUST00000051671.11,0.22708795964717865,0.8800359123955953,Sus
ENSMUST00000055738.12,0.15279963612556458,0.8800359123955953,Low
ENSMUST00000037547.9,0.2389882504940033,0.8918416614640727,Val
ENSMUST00000035158.16,0.2482886016368866,0.8826294967619318,Sus
ENSMUST00000060210.14,0.1916496753692627,0.8834767692914075,Sus
ENSMUST00000033898.10,0.2017861306667328,0.9011030991956859,Flat
ENSMUST00000041042.13,0.1667209267616272,0.8954092695735708,Sus
ENSMUST00000034949.10,0.18478421866893768,0.8847329305733094,Val
ENSMUST00000033741.15,0.20607666671276093,0.8963545722140382,Sus
ENSMUST00000037119.4,0.23838965594768524,0.8934882233634333,Val
ENSMUST00000035844.11,0.16512806713581085,0.8904599528470409,Sus
ENSMUST00000058633.9,0.17363499104976654,0.896952297917112,Sus
ENSMUST00000055822.15,0.2042258083820343,0.8793741231550751,Sus
ENSMUST00000036753.12,0.16575419902801514,0.8821313490137077,Sus
ENSMUST00000038368.9,0.1512359231710434,0.8821313490137077,Low
ENSMUST00000053969.7,0.24155566096305847,0.9021262239856687,Flat
ENSMUST00000045730.7,0.22217285633087158,0.9038480282947817,Flat
ENSMUST00000034086.13,0.18614554405212402,0.8997237983357661,Val
ENSMUST00000050872.15,0.19811031222343445,0.9331728760847247,Flat
ENSMUST00000052431.12,0.17825858294963837,0.8903086941056071,Sus
ENSMUST00000034414.10,0.2251817286014557,0.8860091278340368,Sus
ENSMUST00000054178.8,0.19652774930000305,0.8858400688882387,Val
ENSMUST00000039450.5,0.23985284566879272,0.8820031359474895,Sus
ENSMUST00000039909.13,0.2071673572063446,0.8950737314217375,Val
ENSMUST00000048957.11,0.25570154190063477,0.9133281419669669,Flat
ENSMUST00000034279.16,0.22390353679656982,0.8965808153912483,Val
ENSMUST00000038194.5,0.2387278974056244,0.885939388869112,Val
ENSMUST00000058790.12,0.23706291615962982,0.8892167762552792,Val
ENSMUST00000048982.11,0.19972288608551025,0.8845354944901189,Val
ENSMUST00000034692.9,0.15302221477031708,0.8845354944901189,Low
ENSMUST00000044851.8,0.28118979930877686,0.8870574480823712,Val
ENSMUST00000060481.9,0.18867671489715576,0.8880890000222462,Val
ENSMUST00000054220.10,0.1539759635925293,0.8880890000222462,Low
ENSMUST00000051379.14,0.24277770519256592,0.8946131618827269,Sus
ENSMUST00000056110.15,0.19330498576164246,0.890177729316975,Val
ENSMUST00000035342.11,0.23165558278560638,0.9018997228344824,Flat
ENSMUST00000039013.15,0.2233097404241562,0.8906695996984427,Val
ENSMUST00000046924.10,0.19714443385601044,0.8895554960861535,Val
ENSMUST00000036691.14,0.1756715625524521,0.9285673526772695,Flat
ENSMUST00000043628.13,0.18299508094787598,0.8896356400014556,Sus
ENSMUST00000034796.14,0.1993906944990158,0.8837872839675402,Val
ENSMUST00000042917.10,0.23399518430233002,0.9139780644045774,Flat
ENSMUST00000037055.14,0.16906803846359253,0.8999593285761227,Sus
ENSMUST00000040380.13,0.2477252185344696,0.8887648918401371,Sus
ENSMUST00000053232.8,0.18897776305675507,0.8869546024571552,Val
ENSMUST00000036972.14,0.1518852561712265,0.8869546024571552,Low
ENSMUST00000036092.10,0.1973825991153717,0.8836693898603738,Val
ENSMUST00000035495.15,0.19283965229988098,0.8878348956555965,Sus
ENSMUST00000035645.13,0.171685129404068,0.8931409903913413,Val
ENSMUST00000048770.16,0.1776314079761505,0.8898096864441287,Sus
ENSMUST00000043189.14,0.2064017504453659,0.8869583000841488,Val
ENSMUST00000043172.15,0.16794222593307495,0.8800174242606275,Val
ENSMUST00000039110.12,0.19894298911094666,0.8910757367284552,Sus
ENSMUST00000043520.5,0.1663258671760559,0.8942489026281994,Sus
ENSMUST00000051565.13,0.19325143098831177,0.8783999274292628,Val
ENSMUST00000046257.14,0.2579270601272583,0.8916327885345999,Val
ENSMUST00000049022.15,0.2077084481716156,0.8882464501391112,Sus
ENSMUST00000056937.12,0.16561388969421387,0.8835430686033151,Sus
ENSMUST00000053289.11,0.1774110049009323,0.882294646540702,Sus
ENSMUST00000038295.15,0.2554174065589905,0.9037718399804495,Flat
ENSMUST00000034522.8,0.2342979609966278,0.880852314039241,Val
ENSMUST00000049262.14,0.21072672307491302,0.8918220554418744,Val
ENSMUST00000045270.15,0.2348191738128662,0.8799085592426313,Val
ENSMUST00000049093.8,0.2427595853805542,0.88638946746642,Val
ENSMUST00000042444.7,0.1991858184337616,0.8825195138567051,Sus
ENSMUST00000042675.9,0.21706941723823547,0.8931940470391324,Sus
ENSMUST00000044792.6,0.1662355363368988,0.9001806702477831,Flat
ENSMUST00000033383.3,0.1697082817554474,0.9014642627624978,Flat
ENSMUST00000043815.16,0.21579688787460327,0.8776375283379879,Val
ENSMUST00000035325.15,0.18259328603744507,0.8816757669715721,Sus
ENSMUST00000032931.9,0.25296881794929504,0.8847372301395809,Val
ENSMUST00000055433.5,0.23035979270935059,0.8875639369891621,Sus
ENSMUST00000044152.13,0.1866467297077179,0.8870737864342031,Val
ENSMUST00000054867.8,0.18632012605667114,0.9045131711969936,Flat
ENSMUST00000043160.13,0.222416490316391,0.8825030895135477,Val
ENSMUST00000052946.12,0.163567915558815,0.9377105523364144,Flat
ENSMUST00000051226.8,0.20382264256477356,0.8841455238292875,Sus
ENSMUST00000037585.9,0.2063554972410202,0.8915941784294812,Val
ENSMUST00000047904.4,0.173566073179245,0.8867989581581244,Val
ENSMUST00000034820.16,0.2188929170370102,0.8800834655985589,Val
ENSMUST00000048064.16,0.23866695165634155,0.9074420357411873,Flat
ENSMUST00000036300.13,0.18302538990974426,0.9019115896373919,Flat
ENSMUST00000047950.6,0.1562999039888382,0.9019115896373919,Low
ENSMUST00000041477.15,0.18053314089775085,0.895219142753042,Sus
ENSMUST00000057497.13,0.1933622807264328,0.8841172326832206,Sus
ENSMUST00000037376.14,0.2426357865333557,0.8829726881417286,Sus
ENSMUST00000047830.8,0.16454949975013733,0.8926774111559406,Sus
ENSMUST00000034834.16,0.16845010221004486,0.8845423737961534,Val
